,fileslug,id,sf_abstract,tags,title,link
736,S13-087_high-efficiency-multiplexed,63246,"Researchers in Prof. Hanlee Ji’s laboratory have developed a patented, fast, precise method to capture DNA for targeted resequencing of rare molecular species in a ...",Multiplex (assay); DNA; Primer extension; Mutation; DNA sequencing; High-throughput screening; Genotyping; Gene expression; Exome; Shotgun sequencing; Sequential analysis; Silicon dioxide; Music sequencer; Oligonucleotide; ,High-efficiency multiplexed targeted resequencing,['http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20150140553.PGNR.&OS=DN/20150140553&RS=DN/201501405']
737,S13-084_pet-tracers-for-imaging-bacterial,63245,"Dr. Sanjiv Gambhir and colleagues have developed positron emission tomography (PET) tracers to clinically image bacterial infection.  Despite significant developments in the microbiology of infection, ...",Positron emission tomography; Prognosis; Magnetic resonance imaging; X-ray computed tomography; Radioactive tracer; ,PET tracers for imaging bacterial infection,['http://www.ncbi.nlm.nih.gov/pmc/articles/PMC417149']
738,S13-081_crosslinked-chitosan-lactide,63244,"Researchers at Stanford have developed methods for preparing photo-, and chemical-, cross-linkable three-dimensional matrices for the controlled delivery of bioactive molecules for therapeutic applications. The ...",Cross-link; Gel; Biocompatibility; Protein; Hydrophile; Chitosan; Hydrophobe; Lactide; Ultraviolet; Extracellular matrix; Bone; Bone morphogenetic protein; Bone healing; Time release technology; Biological agent; Antibacterial; Analgesic; Pain management; Angiogenesis; Biodegradation; Tissue engineering; ,Crosslinked chitosan-lactide matrices for the controlled delivery of therapeutic agents,"['https://www.ncbi.nlm.nih.gov/pubmed/273999', 'http://ac.els-cdn.com/S1742706114003730/1-s2.0-S1742706114003730-main.pdf?_tid=8c061296-b092-11e4-8445-00000aab0f01&acdnat=1423510598_1c635888d1797f834b71e6826e0c2f', 'http://onlinelibrary.wiley.com/enhanced/doi/10.1002/jbm.b.3311']"
739,S13-079_model-less-method-for-controlling,63243,"Stanford researchers at the Camarillo Lab have prototyped a robust, task-space closed-loop controller for continuum manipulators that does not rely on a model and can ...",control theory; Optimal control; Endoscopy; Catheter; Cardiac dysrhythmia; Catheter ablation; Convex optimization; Contact mechanics; Robotics; ,Model-less method for controlling continuum and redundant robots,['http://ieeexplore.ieee.org/xpl/login.jsp?tp=&arnumber=6776556&url=http%3A%2F%2Fieeexplore.ieee.org%2Fxpls%2Fabs_all.jsp%3Farnumber%3D67765']
740,S13-068_controlled-x-ray-for-security,63242,"A researcher at SLAC National Accelerator Laboratory has developed a pulsed X-ray system for fast, high-throughput, unambiguous identification of materials in moving containers. This method ...",Radio frequency; Linear particle accelerator; ,Controlled X-Ray for Security Inspection,['http://www.slac.stanford.edu/cgi-wrap/getdoc/slac-pub-15943.p']
741,S13-066_method-and-system-to-predict,63241,Stanford researchers have designed and tested a method and system to predict disease progression in age-related macular degeneration (AMD) patients. A critical challenge to managing ...,Macular degeneration; Optical coherence tomography; Clinical trial; ,Method and system to predict progression of age-related macular degeneration,"['http://iovs.arvojournals.org/article.aspx?articleid=22659', 'http://www.aaojournal.org/article/S0161-6420(12)00964-5/abstra', 'http://www.sciencedirect.com/science/article/pii/S13618415130008']"
742,S13-065_tgf-beta-agonists-for,63240,Prof. Tony Wyss-Coray and colleagues have identified a first-in-class small molecule with the potential for treating Alzheimer’s disease and reversing some of its pathology. This ...,Transforming growth factor beta; Neuroprotection; Agonist; Beta amyloid; Mouse; Pre-clinical development; Neurodegeneration; Clinical trial; TGF beta signaling pathway; Central nervous system; Memory; Toxicology; Urea; ,TGF Beta Agonists for Neuroprotection and Treatment of Alzheimer’s Disease,['https://www.google.com/patents/WO2014152869A3?cl=en&dq=WO2014152869A3&hl=en&sa=X&ved=0CB4Q6AEwAGoVChMIs7SX_5CkxwIVAR4eCh0JUA']
743,S13-061_brain-machine-interfaces,63239,Millions of people are unable to move due to neurological injury or disease.  Brain-machine interfaces seek to restore lost motor function to patients suffering such ...,Brain–computer interface; Body mass index; Dynamical system; Kinematics; Prosthesis; ,Brain machine interfaces incorporating learned dynamical structure in the brain,"['http://www.nature.com/nature/journal/vaop/ncurrent/full/nature11129.ht', 'http://news.stanford.edu/news/2014/january/brain-control-arms-012814.ht']"
744,S13-059_treatment-and-screen-for-synovial,63238,Researchers in Prof. Gerald Crabtree’s laboratory have identified the pathological mechanism for synovial sarcoma (SS) that could be used to develop targeted therapeutics. This approach ...,"Synovial sarcoma; Targeted therapy; SS18; Synovial sarcoma, X breakpoint; Fusion protein; Cell growth; SOX2; Drug development; High-throughput screening; Carcinogenesis; Chemotherapy; ",Treatment and Screen for Synovial Sarcoma,"['https://www.google.com/patents/US20140288162?dq=20140288162&hl=en&sa=X&ved=0CB0Q6AEwAGoVChMIlYW_utfYxwIVyIwNCh0lCg', 'http://dx.doi.org/10.1016/j.cell.2013.02.0']"
745,S13-057_dice-dual-integrase-cassette,63237,Stanford researchers have developed a system for precise genetic modification of human embryonic stem cells (ECSs) and induced pluripotent stem cells (iPSCs).  The system known ...,Embryonic stem cell; Induced pluripotent stem cell; Inhibitory postsynaptic potential; Integrase; Transfection; Genetic engineering; ,DICE:  dual-integrase cassette exchange,"['http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=/netahtml/PTO/srchnum.html&r=1&f=G&l=50&s1=20150140665.PGNR.&OS=DN/20150140665&RS=DN/201501406', 'http://goo.gl/w3RY']"
746,S13-037_method-to-catalyze-tissue-formation,63234,Researchers in Dr. Fan Yang’s lab have developed a method for effective tissue regeneration that requires only a minimal number of primary cells from the ...,Primary cell; Progenitor cell; Chondrocyte; Cartilage; Tissue engineering; Phenotype; Stem cell; Gel; ,Method to catalyze tissue formation using a minimal number of primary cells,"['https://www.collectiveip.com/patents/US20140219972', 'http://dx.doi.org/10.1038/srep035']"
747,S13-036_method-for-fabrication-of-arrayed,63233,"Precision in surgical removal of cancer is guided by pathological assessment of resected tissues, and there is a dire need to reduce the time and ...",Histopathology; Surgical pathology; Confocal microscopy; Surgery; Histology; Three-dimensional space; Microelectromechanical systems; Digital-to-analog converter; Endoscopy; Multispectral image; Tumor; Pathology; Tablet computer; Biophotonics; ,Method for Fabrication of Arrayed Dual Axis Microscopes,[]
748,S13-032_h-y-antigen-binding-b-cells-develop,63231,Hematopoietic Cell Transplantation cures many patients with blood cancers when the donor’s immune system eradicates cancer as being foreign. Unfortunately the donor’s immune response frequently ...,Antigen; B cell; Hematological malignancy; Immune system; Flow cytometry; Assay; Hematopoietic stem cell; B-cell receptor; Allotransplantation; ,H-Y antigen binding B cells develop in male recipients of female hematopoietic cells and associate with chronic graft vs host disease,['http://www.pnas.org/content/110/8/3005.full.pdf+html?sid=9f9b6353-8ad9-41df-a289-bf062a5879']
749,S13-031_optical-trapping-of-sub-10nm,63230,"Stanford researchers have designed a powerful plasmonic coaxial aperture as a low-power optical trap for nanosized specimens, a regime that is inaccessible with the other ...",Plasmon; Aperture; Optical tweezers; Dielectric; Watt; Enzyme; Silicon dioxide; Air pollution; Nanostructure; Enantiomer; Optical fiber; ,Optical trapping of sub-10nm particles using plasmonic coaxial apertures,"['http://pubs.acs.org/doi/abs/10.1021/nl302627c?journalCode=nale', 'http://engineering.stanford.edu/press/new-optical-tweezers-trap-specimens-just-few-nanometers-acro']"
750,S13-022_non-invasive-imaging-for-the,63229,"Stanford researchers have developed a non-invasive method of assessing chromosomal composition in human embryos at the blastocyst stage, thus potentially improving chances of success following ...",Aneuploidy; Embryo; Blastocyst; In vitro fertilisation; Ploidy; Cell cycle; Embryo transfer; Preimplantation genetic diagnosis; Biopsy; Epigenetics; ,Non-Invasive Imaging for the Detection of Human Embryonic Aneuploidy at the Blastocyst Stage,"['http://www.sciencedirect.com/science/article/pii/S00150282120087', 'http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220140349334%22.PGNR.&OS=DN/20140349334&RS=DN/201403493']"
751,S13-020_optimized-hepatitis-b-core,63228,Researchers in Prof. Jim Swartz’s laboratory have engineered hepatitis B core virus-like particles (HBc VLPs) that are extremely stable both in vitro and in vivo. ...,Virus-like particle; Hepatitis; Click chemistry; Nucleic acid; Functional group; Vaccine; Drug delivery; Epitope; Lymph node; Reagent; ,Optimized Hepatitis B core,['http://www.google.com/patents/WO2014116730']
752,S13-018_enhanced-photoelectron-sources,63227,"Stanford researchers have designed a method to increase the photoyield of thin film CsBr/metal photocathodes by activation with electron bombardment, allowing efficient operation at UV ...",Electron; Thin film; Caesium bromide; Photocathode; X-ray; Optical source; Spectroscopy; Transparency and translucency; Laser; Caesium iodide; Caesium; ,Enhanced photoelectron sources using electron bombardment,['http://scitation.aip.org/content/aip/journal/apl/105/2/10.1063/1.48905']
753,S13-017_blood-biomarkers-for-monitoring,63226,This invention enables the response of a cancer patient to an anti-EGFR targeted therapeutic to be monitored through the measurement of a single protein (PRDX6) ...,Biomarker; Colorectal cancer; Epidermal growth factor receptor; ,Blood Biomarkers for Monitoring Response to anti-EGFR Therapy,['http://mct.aacrjournals.org/content/11/5/1071.sho']
754,S13-015_a-novel-approach-for-detecting-head,63225,Stanford researchers have invented a system for identifying head impacts and rejecting spurious motion events. The system has been implemented in an instrumented mouthguard which ...,Mouthguard; Kinematics; Support vector machine; Acceleration; Risk assessment; ,A Novel Approach for Detecting Head Collisions in Sports,"['http://www.ncbi.nlm.nih.gov/pubmed/248009', 'http://news.stanford.edu/news/2012/october/football-concussion-study-102412.ht']"
755,S13-014_injectable-tendon-hydrogel-a,63224,"Stanford researchers have developed an injectable, biocompatible hydrogel consisting of extracellular matrix (ECM) from human cadaveric tendons as a potential scaffold for guided tissue regeneration ...",Gel; Biocompatibility; Extracellular matrix; Tendon; Guided bone and tissue regeneration; Tissue engineering; Collagen; Cell migration; Orthopedic surgery; Pepsin; Cannula; Petri dish; Ligament; Quadriceps tendon; Patella; Tennis elbow; Nanostructure; Hung Pham; Achilles tendon; ,Injectable Tendon Hydrogel: A Scaffold for Tissue Regeneration,"['https://patentscope.wipo.int/search/en/detail.jsf?docId=WO20141442', 'http://online.liebertpub.com/doi/abs/10.1089/ten.tea.2012.01', 'http://online.liebertpub.com/doi/abs/10.1089/ten.tea.2011.04', 'http://meeting.handsurgery.org/abstracts/2013/pdf/P82.p', 'http://online.liebertpub.com/doi/full/10.1089/ten.tea.2013.02']"
756,S13-008_scalable-quantum-computing-to-solve,63223,"A team of Stanford researchers has developed an efficient, scalable quantum computing system designed to quickly solve combinatorial optimization problems using off-the-shelf components operating at ...",Quantum computer; Optical parametric oscillator; NP (complexity); Complete (complexity); Electronics; Time complexity; Scheduling (computing); Integrated circuit design; Division (mathematics); Laser; Tokugawa Tadanaga; ,Scalable Quantum Computing to Solve Optimization Problems,"['https://doi.org/10.1126/science.aah51', 'https://doi.org/10.1126/science.aah42', 'https://dx.doi.org/10.1038/srep340', 'http://news.stanford.edu/2016/10/20/stanford-researchers-create-new-special-purpose-compute', 'https://patents.google.com/patent/WO2015006494A1/']"
757,S13-001_h11-and-2f3-cell-line,63222,Researchers in Dr. Shoshana Levy’s lab have created a pro B cell lines that provides the first B cell lineage tumors in a C57BL mouse ...,B cell; Philadelphia chromosome; Retrovirus; Immunotherapy; Tumor; Vaccine; Tissue culture; CD4; T cell; Lymphoma; CD137; Regulatory T cell; Tetraspanin; Protein domain; ,H11 and 2F3 cell line,"['http://dx.doi.org/10.1182/blood-2010-06-2884', 'http://dx.doi.org/10.1158/0008-5472.CAN-11-33']"
758,S12-508_energy-efficient-pulsed-vacuum,63221,This “pulsed depressed collector” is a vacuum electron device designed to efficiently recover energy from high power pulsed RF sources. The technology was developed at ...,Electron; Radio frequency; Radar; Particle accelerator; Klystron; Cavity magnetron; Gyrotron; Vacuum tube; ,Energy Efficient Pulsed Vacuum Electron Device,['http://www-public.slac.stanford.edu/sciDoc/docMeta.aspx?slacPubNumber=SLAC-PUB-153']
